id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто
C046CL-04N;false;Потолочный светильник Maytoni C046CL-04N;Maytoni;C046CL-04N;https://maytoni.ru/i/C046CL-04N;13190;RUB;003;true;true;;;4251110080482;;26/48/48;0;Maytoni;Maytoni Classic;Ceiling & Wall;Coupe;2;Нет;Нет;;;;AC 220-240;9405109109;Class1;IP 20;Никель;Металл;;404;;;159;159;;;;;;;;;IP 20;Круглая;;;250;25;;;;;;;;;;;;;;;;Нет;Нет;E14;4;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/8f611522-fc6b-4223-b501-fcaf81b6b229/s/C046CL-04N_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/14cad605-ae0f-44a0-a5a6-f4b7d035e752/s/element_C046CL-04N_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/bf4b035d-06b8-45a4-9ba3-e41256d026fe/s/C046CL-04N_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/cc30f8bf-c2a6-4202-9b57-0c4672a4773a/s/element_C046CL-04N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/eda4af9a-95df-4358-8fee-7285c8ca97be/s/element_C046CL-04N_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/d592eb82-bec1-44c6-8db1-56ac403c96ef/s/element_C046CL-04N_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c49c3645-5791-4658-b79e-02befedd6e18/s/draft_C046CL-04N.jpg;;Потолочный светильник;5,85;6,5
C046CL-03N;true;Потолочный светильник Maytoni C046CL-03N;Maytoni;C046CL-03N;https://maytoni.ru/i/C046CL-03N;6590;RUB;003;true;true;;;4251110059792;;22/38/38;19;Maytoni;Maytoni Classic;Ceiling & Wall;Coupe;2;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Никель;Металл;;304;;;133;133;;;;;;;;;IP 20;Круглая;;;180;25;;;;;;;;;;;;;;;;Нет;Нет;E14;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/888415b1-39ac-4cca-9bdf-9b904c0ead64/s/C046CL-03N_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/52817c44-c2d6-4ce2-ab7c-3e0f8e05c1d0/s/element_C046CL-03N_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1bd49dfa-a414-4b64-9a77-e6c0edc39497/s/draft_C046CL-03N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/667853de-a7e2-478e-8e78-3ad77cee0c4e/s/C046CL-03N_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/827f161a-21c4-473b-8a52-a1daefd9ffea/s/element_C046CL-03N_(3).jpg;http://mais-upload.s3.amazonaws.com/upload/media/e5ab6d20-7298-4535-b772-853b75cdb8db/s/element_C046CL-03N_(2).jpg;;;Потолочный светильник;3,1;3,55
C900-CL-05-R;true;Потолочный светильник Maytoni C900-CL-05-R;Maytoni;C900-CL-05-R;https://maytoni.ru/i/C900-CL-05-R;14790;RUB;003;true;true;;;4251110056562;;21/51/51;20;Maytoni;Maytoni Classic;Ceiling & Wall;Speria;2;Нет;Нет;Планка;;Гостиная,Дача,Кабинет,Кафе, Ресторан,Магазин,Офис,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза;Металл;;640;;;200;200;;;;;;;;;IP 20;Круглая;;;290;25;Полусфера;None;Стекло и Металл;Белый;;;;;;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/ee3a4e8f-5baa-46dd-a835-fd5b72c16c33/s/C900-CL-05-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/749d7c23-fa81-49b0-90f8-fe0236e983cd/s/C900-CL-05-R_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/8c293f10-974a-4414-ba54-86e0b8fb3167/s/C900-CL-05-R_off.jpg;;;;;;Потолочный светильник;2,5;3,2
C900-CL-05-W;false;Потолочный светильник Maytoni C900-CL-05-W;Maytoni;C900-CL-05-W;https://maytoni.ru/i/C900-CL-05-W;13790;RUB;003;true;true;;;4251110019659;;21/51/51;0;Maytoni;Maytoni Classic;Ceiling & Wall;Speria;2;Нет;Нет;Планка;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Кремовый;Металл;;640;;;200;200;;;;;;;;;IP 20;Круглая;;;290;25;Полусфера;None;Стекло и Металл;Белый;175;;;;;;;;;;320;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/82fd0e4b-8dd4-4a61-b2b6-92180262a337/s/C900-CL-05-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/61b28317-bbb2-4026-ac1d-f0af17fcfa2c/s/C900-CL-05-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b953de72-36fc-4ab1-9b2f-946c728f6a05/s/C900-CL-05-W_on.jpg;;;;;;Потолочный светильник;2,5;3,2
C900-CL-03-R;true;Потолочный светильник Maytoni C900-CL-03-R;Maytoni;C900-CL-03-R;https://maytoni.ru/i/C900-CL-03-R;11990;RUB;003;true;true;;;4251110019635;;26/71/71;82;Maytoni;Maytoni Classic;Ceiling & Wall;Speria;2;Нет;Нет;Планка;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Бронза;Металл;;420;;;160;160;;;;;;;;;IP 20;Круглая;;;490;25;Полусфера;None;Стекло и Металл;Белый;135;;;;;;;;;;210;Нет;Нет;E14;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/73b167e2-3df7-496a-acab-0007ca644431/s/C900-CL-03-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e57d2a24-ad32-41cc-90c6-81bbf85b9250/s/C900-CL-03-R_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b33a0680-d5ad-49a5-865f-0acb2e3ae2d8/s/C900-CL-03-R_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bc89fbeb-d321-4bf0-b217-7bf894b11e26/s/C900-CL-03-R_on.jpg;;;;;Потолочный светильник;5,5;7,2
C900-CL-03-W;true;Потолочный светильник Maytoni C900-CL-03-W;Maytoni;C900-CL-03-W;https://maytoni.ru/i/C900-CL-03-W;11990;RUB;003;true;true;;;4251110019642;;26/71/71;82;Maytoni;Maytoni Classic;Ceiling & Wall;Speria;2;Нет;Нет;Планка;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Кремовый;Металл;;420;;;160;160;;;;;;;;;IP 20;Круглая;;;490;25;Полусфера;None;Стекло и Металл;Белый;135;;;;;;;;;;210;Нет;Нет;E14;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7742ed7b-acb6-4464-a232-a5e9a9dd138d/s/C900-CL-03-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f8c88287-f294-4e92-af67-8ccf50fac98d/s/C900-CL-03-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d5cb5382-c80e-4c3f-987b-ae506108bee0/s/C900-CL-03-W_on.jpg;;;;;;Потолочный светильник;5,5;7,2
C046CL-06N;true;Потолочный светильник Maytoni C046CL-06N;Maytoni;C046CL-06N;https://maytoni.ru/i/C046CL-06N;21490;RUB;003;true;true;;;4251110061115;;28/55/55;30;Maytoni;Maytoni Classic;Ceiling & Wall;Coupe;2;Нет;Нет;Планка;;;AC 220-240;9405109109;Class1;IP 20;Никель;Металл;;482;;;179;179;;;;;;;;;IP 20;Круглая;;;300;25;;;;;;;;;;;;;;;;Нет;Нет;E14;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/9141b7fd-d61e-4910-b3bc-1990850fa70e/s/C046CL-06N_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d3c27dd2-2b5c-46ba-9ffa-f7c2a81ca903/s/element_C046CL-06N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c3b8f85d-a269-49c3-9a2a-e6ae252d773f/s/element_C046CL-06N_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/902e12c0-1005-44c8-96c4-d4f144c1438d/s/draft_C046CL-06N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c7e1cc36-0579-4711-9375-a12898b90660/s/element_C046CL-06N_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/c4bf38a5-1801-4c35-8317-8716171b61c4/s/element_C046CL-06N_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/5808d358-a5d7-4e3c-82c3-8a4c770956ef/s/element_C046CL-06N_w_(2).jpg;http://mais-upload.s3.amazonaws.com/upload/media/9c74311a-963e-4171-bec3-48ca95b4df22/s/interior_C046CL-06N.jpg;Потолочный светильник;10,2;11,8
C907-CL-06-R;true;Потолочный светильник Maytoni C907-CL-06-R;Maytoni;C907-CL-06-R;https://maytoni.ru/i/C907-CL-06-R;10990;RUB;003;true;true;;;4251110019581;;27/54/54;7;Maytoni;Maytoni Classic;Ceiling & Wall;Diametrik;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Коричневый с Золотом;Металл;;530;;;160;160;;;;;;;;;IP 20;Круглая;;;525;35;Полусфера;None;Стекло и Металл;Белый;125;;;;;;;;;;265;Нет;Нет;E27;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/12e1ed8f-da9f-4f6d-a18f-1adbae8fe48e/s/C907-CL-06-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e2c4c63d-afa2-468a-acac-83d1c91aca88/s/C907-CL-06-R_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/787eea5a-05d2-4336-a651-92e74365194c/s/element_C907-CL-06-R.jpg;http://mais-upload.s3.amazonaws.com/upload/media/00e21bcd-3be3-4d0e-8f96-adac430e99a0/s/element_C907-CL-06-R_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/f2350b70-6cb8-4010-8e19-92f4235d057c/s/C907-CL-06-R_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3a752b8a-3458-421f-8741-921cd58d113e/s/element_C907-CL-06-R_(3).jpg;;;Потолочный светильник;4;4,5
C907-CL-06-W;false;Потолочный светильник Maytoni C907-CL-06-W;Maytoni;C907-CL-06-W;https://maytoni.ru/i/C907-CL-06-W;10990;RUB;003;true;true;;;4251110019611;;28/54/54;0;Maytoni;Maytoni Classic;Ceiling & Wall;Diametrik;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый с Золотом;Металл;;530;;;160;160;;;;;;;;;IP 20;Круглая;;;525;35;Полусфера;None;Стекло и Металл;Белый;125;;;;;;;;;;265;Нет;Нет;E27;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/f392f3e5-185f-473c-adf4-776a9963ce9b/s/C907-CL-06-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/665aeeda-19d0-4028-aa60-fff67abd0c3d/s/C907-CL-06-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/82bd1980-27e4-4d9b-9685-79932801841f/s/interrior_C907-CL-06-W.jpg;http://mais-upload.s3.amazonaws.com/upload/media/436749b1-bae0-42ff-8fd0-5d7fde197762/s/C907-CL-06-W_off.jpg;;;;;Потолочный светильник;4;4,5
C907-CL-03-W;true;Потолочный светильник Maytoni C907-CL-03-W;Maytoni;C907-CL-03-W;https://maytoni.ru/i/C907-CL-03-W;7790;RUB;003;true;true;;;4251110019604;;27/45/45;25;Maytoni;Maytoni Classic;Ceiling & Wall;Diametrik;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый с Золотом;Металл;;450;;;140;140;;;;;;;;;IP 20;Круглая;;;425;35;Полусфера;None;Стекло и Металл;Белый;105;;;;;;;;;;225;Нет;Нет;E27;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/2d7ee832-b10a-4829-a42b-26a60ebeb7fe/s/C907-CL-03-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9da13f0b-9a7d-4a16-9b7d-7d4e564d889d/s/C907-CL-03-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f7973bcc-ef72-456e-8fad-cdc5fa19bad4/s/C907-CL-03-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/606f5058-78d3-472b-84c6-c8bee880c7b0/s/interrior_C907-CL-03-W.jpg;;;;;Потолочный светильник;2,5;3,2
C907-CL-02-R;true;Потолочный светильник Maytoni C907-CL-02-R;Maytoni;C907-CL-02-R;https://maytoni.ru/i/C907-CL-02-R;6590;RUB;003;true;true;;;4251110019567;;20/35/35;17;Maytoni;Maytoni Classic;Ceiling & Wall;Diametrik;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Коричневый с Золотом;Металл;;330;;;110;110;;;;;;;;;IP 20;Круглая;;;330;35;Полусфера;None;Стекло и Металл;Белый;;;;;;;;;;;;Нет;Нет;E14;2;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/af923ace-02aa-4626-80ad-398bb020ba81/s/C907-CL-02-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2d92500c-dcf3-41e5-b766-62ef08d749e7/s/C907-CL-02-R_on_(1).jpg;;;;;;;Потолочный светильник;1,6;1,9
C907-CL-02-W;false;Потолочный светильник Maytoni C907-CL-02-W;Maytoni;C907-CL-02-W;https://maytoni.ru/i/C907-CL-02-W;6590;RUB;003;true;true;;;4251110019598;;20/35/35;0;Maytoni;Maytoni Classic;Ceiling & Wall;Diametrik;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый с Золотом;Металл;;330;;;110;110;;;;;;;;;IP 20;Круглая;;;330;35;Полусфера;None;Стекло и Металл;Белый;75;;;;;;;;;;165;Нет;Нет;E14;2;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/5958522a-6256-4977-a34b-da455b266a32/s/C907-CL-02-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/17d425f4-14ac-439a-a7b0-2b357331607d/s/C907-CL-02-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/29cebc4e-e3aa-482f-9fd8-c59794bf030b/s/C907-CL-02-W_on_(1).jpg;;;;;;Потолочный светильник;1,6;1,9
C908-CL-04-R;true;Потолочный светильник Maytoni C908-CL-04-R;Maytoni;C908-CL-04-R;https://maytoni.ru/i/C908-CL-04-R;10990;RUB;003;true;true;;;4251110019550;;24/53/53;100;Maytoni;Maytoni Classic;Ceiling & Wall;Pascal;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;470;;;200;200;;;;;;;;;IP 20;Круглая;;;395;25;Полусфера;None;Стекло и Металл;Белый;175;;;;;;;;;;235;Нет;Нет;E27;4;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/05a7d30f-5111-481e-baf5-312131b0ee40/s/C908-CL-04-R_on_w.jpg;https://onec-dev.s3.amazonaws.com/upload/media/a7c5872c-2320-4001-8529-0b3eadbd0133/s/interior_C908-CL-04-R_standard.jpeg;http://mais-upload.s3.amazonaws.com/upload/media/29e92e83-eeec-40dd-a461-754f9ce898e1/s/element_C908-CL-04-R.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a7ea6546-ae00-4d1f-88f0-b2896c4ad9fc/s/element_C908-CL-04-R_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/31f9b572-fd80-4646-b525-4810562e91a9/s/C908-CL-04-R_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/25e0c89f-aae7-41f2-b26d-b26564317e32/s/element_C908-CL-04-R_(3).jpg;;;Потолочный светильник;4,3;4,8
C908-CL-04-W;true;Потолочный светильник Maytoni C908-CL-04-W;Maytoni;C908-CL-04-W;https://maytoni.ru/i/C908-CL-04-W;10990;RUB;003;true;true;;;4251110019529;;24/53/53;41;Maytoni;Maytoni Classic;Ceiling & Wall;Pascal;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый с Золотом;Металл;;470;;;200;200;;;;;;;;;IP 20;Круглая;;;395;25;Полусфера;None;Стекло и Металл;Белый;175;;;;;;;;;;235;Нет;Нет;E27;4;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/853b3e3c-f9cf-432f-8b33-35a1026c671c/s/C908-CL-04-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/14979bc9-8b95-40b3-abec-726bdee7714b/s/C908-CL-04-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/05f97be1-b086-4fa3-a37e-3b17163b78dd/s/interrior_C908-CL-04-W.jpg;http://mais-upload.s3.amazonaws.com/upload/media/036a301c-24ea-446a-9dcd-f9e6ec4f8a52/s/element_C908-CL-04-W_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/ea29ac8a-6120-442d-97ba-8f9a33e2e344/s/C908-CL-04-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/fe3131da-19af-46dd-8760-2e20d6f37dc9/s/element_C908-CL-04-W.jpg;;;Потолочный светильник;4,3;4,8
C908-CL-03-W;false;Потолочный светильник Maytoni C908-CL-03-W;Maytoni;C908-CL-03-W;https://maytoni.ru/i/C908-CL-03-W;8990;RUB;003;true;true;;;4251110019536;;24/43/43;0;Maytoni;Maytoni Classic;Ceiling & Wall;Pascal;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый с Золотом;Металл;;370;;;190;190;;;;;;;;;IP 20;Круглая;;;280;25;Полусфера;None;Стекло и Металл;Белый;165;;;;;;;;;;185;Нет;Нет;E27;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/90de0227-9252-4e57-8c1f-67d569cf10d1/s/C908-CL-03-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/218659fe-1a0f-406a-ae59-11677234e328/s/C908-CL-03-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d97b8f23-a6c6-434b-a5b8-7137a2a1a6a6/s/element_C908-CL-03-W.jpg;http://mais-upload.s3.amazonaws.com/upload/media/7f6633ee-9185-48b4-8be7-40be854ba875/s/C908-CL-03-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/5a0d5b1d-a4ef-45b0-bd75-210523bb3b21/s/interrior_C908-CL-03-W.jpg;;;;Потолочный светильник;2,8;3,4
C908-CL-03-R;true;Потолочный светильник Maytoni C908-CL-03-R;Maytoni;C908-CL-03-R;https://maytoni.ru/i/C908-CL-03-R;8990;RUB;003;true;true;;;4251110019543;;24/43/43;33;Maytoni;Maytoni Classic;Ceiling & Wall;Pascal;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;370;;;190;190;;;;;;;;;IP 20;Круглая;;;280;25;Полусфера;None;Стекло и Металл;Белый;165;;;;;;;;;;185;Нет;Нет;E27;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/5a85c452-4012-4030-be87-3b9ed882eb4d/s/C908-CL-03-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/76028ef9-4fbf-4221-9927-ef497058d52c/s/C908-CL-03-R_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c849b505-d522-4f90-8947-a8853740c6ab/s/C908-CL-03-R_on_(1).jpg;;;;;;Потолочный светильник;2,8;3,4
C907-CL-03-R;false;Потолочный светильник Maytoni C907-CL-03-R;Maytoni;C907-CL-03-R;https://maytoni.ru/i/C907-CL-03-R;7790;RUB;003;true;true;;;4251110019574;;27/45/45;0;Maytoni;Maytoni Classic;Ceiling & Wall;Diametrik;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,OriginColor;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Коричневый с Золотом;Металл;;450;;;140;140;;;;;;;;;IP 20;Круглая;;;425;35;Полусфера;None;Стекло и Металл;Белый;105;;;;;;;;;;225;Нет;Нет;E27;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/3849e4a6-ddc0-4379-b15e-681c5358201e/s/C907-CL-03-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3f3eae26-6168-4bcd-9222-b4e2983bc71c/s/C907-CL-03-R_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/582296b7-578b-4927-bd65-bf4a7ab993df/s/C907-CL-03-R_off.jpg;;;;;;Потолочный светильник;2,5;3,2
C809CL-05CH;true;Потолочный светильник Maytoni C809CL-05CH;Maytoni;C809CL-05CH;https://maytoni.ru/i/C809CL-05CH;16490;RUB;003;true;true;;;4251110057675;;58/58/24;43;Maytoni;Maytoni Classic;Ceiling & Wall;Bonnet;2;Нет;Нет;Планка;ExtraHeatGuard,ExtraHeatProtection,UniqueGlass;Гардеробная,Гостиная,Дача,Детская,Кабинет,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл и Стекло;;500;;;190;190;;;;;;;;;IP 20;Круглая;;;180;25;;;;;;;;;;;;;;;;Нет;Нет;E14;5;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/d8530993-1aa2-4bf2-a7fe-453d58bbbc7b/s/C809CL-05CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3d5b2df6-2431-4bca-bcd4-d8f5e583c215/s/C809CL-05CH_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9fb98d29-99f4-43e0-bc1d-d636d37dc6b5/s/interrior_C809CL-05CH.jpg;;;;;;Потолочный светильник;4,9;6,5
C809CL-04CH;true;Потолочный светильник Maytoni C809CL-04CH;Maytoni;C809CL-04CH;https://maytoni.ru/i/C809CL-04CH;11490;RUB;003;true;true;;;4251110094489;;48/48/22;53;Maytoni;Maytoni Classic;Ceiling & Wall;Bonnet;2;Нет;Нет;Планка;ExtraHeatGuard,ExtraHeatProtection,UniqueGlass;Гардеробная,Гостиная,Дача,Детская,Кабинет,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Хром;Металл и Стекло;;400;;;180;180;;;;;;;;;IP 20;Круглая;;;150;25;;;;;;;;;;;;;;;;Нет;Нет;E14;4;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/9eb958ce-1ce6-4178-8aa4-4a53e089c642/s/C809CL-04CH_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/0ab54fe8-58db-412d-a83a-4f73af5fb5cb/s/element_C809CL-04CH_(2).jpg;http://mais-upload.s3.amazonaws.com/upload/media/18009a0a-afc7-40c8-a5ed-3b1114b19908/s/element_C809CL-04CH.jpg;http://mais-upload.s3.amazonaws.com/upload/media/4df1fb3e-19c2-4f29-9e30-74cc5c974e50/s/element_C809CL-04CH_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/d19ceb5e-dd70-448f-9d43-6e65ca807c88/s/element_C809CL-04CH_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/377f7d01-4045-4c26-98ef-edd46aa7177d/s/element_C809CL-04CH_(3).jpg;http://mais-upload.s3.amazonaws.com/upload/media/42ea5227-e736-48eb-958a-6dc4d15a2607/s/C809CL-04CH_on_w_(2).jpg;http://mais-upload.s3.amazonaws.com/upload/media/d98c374a-b4c0-4a97-8b55-0eb4979e9b27/s/element_C809CL-04CH_w_(3).jpg;Потолочный светильник;3,7;4,6
