id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто
FR2685WL-01BZ;true;Настенный светильник (бра) Freya FR2685WL-01BZ;Freya;FR2685WL-01BZ;https://freya-light.com/i/FR2685WL-01BZ;3990;RUB;006;true;true;;;4251110020310;;26/26/17;170;Freya;;Classic;Inessa;1;Нет;Нет;;;Банкетный зал,Гостиная,Кабинет,Прихожая,Спальня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;;231;140;297;297;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Бронза;130;;;90;140;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7e7bb408-499b-4de7-b374-cb878afa2cd7/s/FR2685WL-01BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2941a6a7-2f8b-4390-8294-e74705a72c84/s/FR2685WL-01BZ_on.jpg;;;;;;;Настенный светильник (бра);0,6;0,7
FR2685TL-01BZ;true;Настольный светильник Freya FR2685TL-01BZ;Freya;FR2685TL-01BZ;https://freya-light.com/i/FR2685TL-01BZ;5900;RUB;005;true;true;;;4251110020280;;23/23/37;38;Freya;;Classic;Inessa;1;Нет;Нет;;;Гостиная,Кабинет,Спальня;AC 220-240;9405209109;Class2;IP 20;Бронза Антик;Металл;;220;;;424;424;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Бронза;170;;;140;220;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/b02a83b3-0925-4dd4-8f12-e5d894a3e800/s/FR2685TL-01BZ_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/adda6c68-9036-4e74-af9c-ae09a73b9e00/s/FR2685TL-01BZ_off_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/88b6bfbb-a5e4-47b5-a5de-b2c5676bea17/s/FR2685TL-01BZ_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/d2cc0e46-fb9d-46c8-a37e-9d0e10154445/s/FR2685TL-01BZ_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/abb2d1c4-8e8b-439c-b4a6-a524bc2e9a2a/s/FR2685TL-01BZ_off.jpg;;;;Настольный светильник;1,9;2,1
FR2685FL-01BZ;false;Напольный светильник (торшер) Freya FR2685FL-01BZ;Freya;FR2685FL-01BZ;https://freya-light.com/i/FR2685FL-01BZ;13590;RUB;004;true;true;;;4251110020259;;51/41/44;0;Freya;;Classic;Inessa;1;Нет;Нет;;;Гостиная,Дача,Кабинет,Спальня;AC 220-240;9405209109;Class2;IP 20;Бронза Антик;Металл;;380;;;1516;1516;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Бронза;270;;;250;380;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/4f977efa-7b4b-4742-9ab9-67e8cfe727e7/s/FR2685FL-01BZ_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2c949e2a-2e78-4e44-8c45-7e1dfa86f2c0/s/FR2685FL-01BZ_on.jpg;;;;;;;Напольный светильник (торшер);6,1;8
FR2030CL-07G;false;Люстра Freya FR2030CL-07G;Freya;FR2030CL-07G;https://freya-light.com/i/FR2030CL-07G;12590;RUB;001;true;true;;;4251110072944;;44/40/17;0;Freya;;Classic;Vanda;1;Нет;Нет;Планка;;Банкетный зал,Гостиная,Кафе, Ресторан,Спальня;AC 220-240;9405109109;Class1;IP 20;Матовое Золото;Металл;;760;;;500;500;;;;;;;;;IP 20;Круглая;;;105;30;Конус;B;Текстиль на ПВХ;Бежевый;120;;;90;140;;;;;;;Нет;Нет;E14;7;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/bef98365-aa45-4667-af44-2eaef72de66c/s/FR2030CL-07G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/367e1e5c-0bdf-424f-a28c-01a7c1c8c341/s/FR2030CL-07G_on.jpg;;;;;;;Люстра;3,3;4,2
FR2030CL-05G;true;Люстра Freya FR2030CL-05G;Freya;FR2030CL-05G;https://freya-light.com/i/FR2030CL-05G;9990;RUB;001;true;true;;;4251110093413;;38/26/18;24;Freya;;Classic;Vanda;1;Нет;Нет;Планка;;Банкетный зал,Гостиная,Кафе, Ресторан,Спальня;AC 220-240;9405109109;Class1;IP 20;Матовое Золото;Металл;;660;;;500;500;;;;;;;;;IP 20;Круглая;;;105;30;Конус;B;Текстиль на ПВХ;Бежевый;120;;;90;140;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/fd79f0b3-935c-47e1-8be7-595f37d51b69/s/FR2030CL-05G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f95e0d31-4ac5-486d-92a6-830feb6af616/s/FR2030CL-05G_on.jpg;;;;;;;Люстра;2,5;3,3
FR2030WL-02G;false;Настенный светильник (бра) Freya FR2030WL-02G;Freya;FR2030WL-02G;https://freya-light.com/i/FR2030WL-02G;2190;RUB;006;true;true;;;4251110058757;;26/17/16;0;Freya;;Classic;Vanda;1;Нет;Нет;;;Банкетный зал,Гостиная,Кабинет,Прихожая,Спальня;AC 220-240;9405109109;Class1;IP 20;Матовое Золото;Металл;;;255;140;300;300;;;;;;;;;IP 20;;;;;;Конус;B;Текстиль на ПВХ;Бежевый;120;;;90;140;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/a556965c-5551-4d3d-8fa2-b0815d2818f0/s/FR2030WL-02G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/711f6cfe-61e4-4bbc-91b4-f39b464bf780/s/FR2030WL-02G_on.jpg;;;;;;;Настенный светильник (бра);0,33;0,8
FR2759-PL-05-W;true;Люстра Freya FR2759-PL-05-W;Freya;FR2759-PL-05-W;https://freya-light.com/i/FR2759-PL-05-W;9990;RUB;001;true;true;;;4251110011196;;33/28/28;21;Freya;;Classic;Donata;1;Нет;Нет;Крюк;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;650;;;1570;680;;;;;;;Да;1000;IP 20;Круглая;;;125;68;Конус;B;Лен;Льняной;120;;;100;160;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/52d922ce-f068-4ee7-9cda-6e6a5497f956/s/FR2759-PL-05-W_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/526e2d50-925e-4ecd-a3db-377ad26ce4a9/s/FR2759-PL-05-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/81efb25f-7506-4e6c-9906-1b13c9bb8210/s/FR2759-PL-05-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b876f478-0932-4819-93fb-566a58293a53/s/element_FR2759-PL-05-W_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bc055e80-08de-477f-8918-383c38c1a432/s/element_FR2759-PL-05-W_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/432a4095-7515-481f-816b-b78c4e5672e6/s/element_FR2759-PL-05-W.jpg;http://mais-upload.s3.amazonaws.com/upload/media/ddc5186d-a130-4c3f-b5a3-4616168809e3/s/element_FR2759-PL-05-W_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/252702f4-e3d3-4c22-b1f4-132e40347874/s/FR2759-PL-05-W_on_w.jpg;Люстра;2,6;3,3
FR2759-WL-01-W;true;Настенный светильник (бра) Freya FR2759-WL-01-W;Freya;FR2759-WL-01-W;https://freya-light.com/i/FR2759-WL-01-W;2390;RUB;006;true;true;;;4251110011189;;26/19/20;54;Freya;;Classic;Donata;1;Нет;Нет;;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;;265;160;290;290;;;;;;;;;IP 20;;;;;;Конус;B;Лен;Льняной;120;;;100;160;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/e1c5b4bd-a7ad-4be5-9eaf-a11dffc924a2/s/FR2759-WL-01-W_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/686d890a-b473-45fe-b10f-eddbb272ff05/s/element_FR2759-WL-01-W.jpg;http://mais-upload.s3.amazonaws.com/upload/media/77eb9f92-755b-4c42-9aab-d0752a2cf17e/s/element_FR2759-WL-01-W_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3dc3e5fe-089f-4655-9aaf-28f227eb3de2/s/element_FR2759-WL-01-W_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/630b9212-7dde-4cb8-980d-c7be0d312fe7/s/element_FR2759-WL-01-W_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/af4cc3a7-2114-4240-8cc1-143cda7f1460/s/FR2759-WL-01-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e635ce99-c85f-4db6-84ef-b35c77666aa8/s/FR2759-WL-01-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/6cf1f948-c307-4419-81a6-e32cfcf9c398/s/FR2759-WL-01-W_on_w.jpg;Настенный светильник (бра);0,75;1,03
FR2686PL-06W;true;Люстра Freya FR2686PL-06W;Freya;FR2686PL-06W;https://freya-light.com/i/FR2686PL-06W;19990;RUB;001;true;true;;;4251110056210;;49/30/21;30;Freya;;Classic;Jasmine;1;Нет;Нет;Крюк;;Банкетный зал,Гостиная,Детская,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;620;;;1505;630;;;;;;;Да;1000;IP 20;Круглая;;;115;70;Конус;A;Текстиль;Белый;125;;;80;150;;;;;;;Нет;Нет;E14;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/6974effb-ca94-4a7a-a85c-f19f7833f059/s/FR2686PL-06W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/25b09903-eae0-437a-b516-39a5d84857d9/s/FR2686PL-06W_on.jpg;;;;;;;Люстра;3,5;4,1
FR2686PL-05W;true;Люстра Freya FR2686PL-05W;Freya;FR2686PL-05W;https://freya-light.com/i/FR2686PL-05W;14590;RUB;001;true;true;;;4251110051024;;34/34/21;20;Freya;;Classic;Jasmine;1;Нет;Нет;Крюк;;Банкетный зал,Гостиная,Детская,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;530;;;1495;620;;;;;;;Да;1000;IP 20;Круглая;;;115;70;Конус;A;Текстиль;Белый;125;;;80;150;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/bf5241f6-09dd-4cc9-ae27-f9ad2a3f9b55/s/FR2686PL-05W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/72ad5ce0-a544-4105-a726-3df3e0854594/s/FR2686PL-05W_on.jpg;;;;;;;Люстра;2,6;3,1
FR2686PL-04W;true;Люстра Freya FR2686PL-04W;Freya;FR2686PL-04W;https://freya-light.com/i/FR2686PL-04W;12990;RUB;001;true;true;;;4251110004327;;51/51/25;47;Freya;;Classic;Jasmine;1;Нет;Нет;Крюк;;Банкетный зал,Гостиная,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;500;;;1405;535;;;;;;;Да;1000;IP 20;Круглая;;;115;70;Конус;B;Текстиль;Белый;190;;;420;500;;;;;;;Нет;Нет;E14;4;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/eea30891-ba41-4a9e-aa23-73802b323dad/s/FR2686PL-04W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/f5e49b4b-fc2e-452a-a0cf-f7febf1bc79b/s/FR2686PL-04W_on.jpg;;;;;;;Люстра;2;3,2
FR2686WL-01W;true;Настенный светильник (бра) Freya FR2686WL-01W;Freya;FR2686WL-01W;https://freya-light.com/i/FR2686WL-01W;2980;RUB;006;true;true;;;4251110008257;;29/19/17;92;Freya;;Classic;Jasmine;1;Нет;Нет;;;Гостиная,Детская,Прихожая,Спальня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;;223;150;313;313;;;;;;;;;IP 20;;;;;;Конус;A;Текстиль;Белый;125;;;80;150;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/5def2401-e85b-407a-b4f7-12cfe3b3c41d/s/FR2686WL-01W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/310a0c54-5207-4a04-aee7-cb6ad21b97f1/s/FR2686WL-01W_on.jpg;;;;;;;Настенный светильник (бра);0,5;0,8
FR2290PL-07W;true;Люстра Freya FR2290PL-07W;Freya;FR2290PL-07W;https://freya-light.com/i/FR2290PL-07W;18990;RUB;001;true;true;;;4251110054179;;38/79/18;44;Freya;;Classic;Sunrise;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Детская,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;740;;;890;590;;;;;;;Да;420;IP 20;Круглая;;;110;70;Конус;B;Органза;Белый;120;;;95;150;;;;;;;Нет;Нет;E14;7;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/ce4e6e5f-c893-43b1-be0b-45882c917a52/s/FR2290PL-07W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/6dc642d9-7a65-4d4c-ba72-e765aac09458/s/FR2290PL-07W_off.jpg;;;;;;;Люстра;4,11;5,78
FR2290PL-03W;false;Люстра Freya FR2290PL-03W;Freya;FR2290PL-03W;https://freya-light.com/i/FR2290PL-03W;7690;RUB;001;true;true;;;4251110049786;;23/64/18;0;Freya;;Classic;Sunrise;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Детская,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;500;;;840;540;;;;;;;Да;420;IP 20;Круглая;;;110;70;Конус;B;Органза;Белый;120;;;95;150;;;;;;;Нет;Нет;E14;3;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/e1f9fe24-b6f0-416e-8770-d371c4731aac/s/FR2290PL-03W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/74d06158-4654-499a-ba0b-5b09a180ac04/s/FR2290PL-03W_off.jpg;;;;;;;Люстра;2,12;2,94
FR2290WL-01W;true;Настенный светильник (бра) Freya FR2290WL-01W;Freya;FR2290WL-01W;https://freya-light.com/i/FR2290WL-01W;3290;RUB;006;true;true;;;4251110061962;;23/31/16;45;Freya;;Classic;Sunrise;1;Нет;Нет;;;Банкетный зал,Гардеробная,Гостиная,Дача,Детская,Кафе, Ресторан,Прихожая,Спальня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;;180;150;370;370;;;;;;;;;IP 20;;;;;;Конус;B;Органза;Белый;120;;;95;150;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/a4b898f3-44c5-4416-b6fc-2b00edc6d087/s/FR2290WL-01W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/b7f7b878-7935-475f-a6eb-49182b3b6408/s/FR2290WL-01W_off.jpg;;;;;;;Настенный светильник (бра);0,8;0,92
FR2290TL-01W;true;Настольный светильник Freya FR2290TL-01W;Freya;FR2290TL-01W;https://freya-light.com/i/FR2290TL-01W;5500;RUB;005;true;true;;;4251110081267;;25/25/47;11;Freya;;Classic;Sunrise;1;Нет;Нет;;;Гардеробная,Гостиная,Дача,Детская,Спальня;AC 220-240;9405209109;Class1;IP 20;Белый;Металл;;220;;;520;520;;;;;;;;;IP 20;;;;;;Конус;B;Органза;Белый;180;;;180;220;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/bea5afb9-0288-49fe-906f-3f7341eefdcf/s/FR2290TL-01W_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/73ea5f5b-4139-4f38-ad67-748bdc4dd549/s/FR2290TL-01W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e831b12b-da95-4b39-8179-869eb12d872a/s/FR2290TL-01W_off.jpg;;;;;;Настольный светильник;2,5;3,2
FR2290FL-01W;true;Напольный светильник (торшер) Freya FR2290FL-01W;Freya;FR2290FL-01W;https://freya-light.com/i/FR2290FL-01W;12590;RUB;004;true;true;;;4251110068480;;44/47/53;2;Freya;;Classic;Sunrise;1;Нет;Нет;;;Гардеробная,Гостиная,Дача,Детская,Кабинет,Спальня;AC 220-240;9405209109;Class1;IP 20;Белый;Металл;;400;;;1600;1600;;;;;;;;;IP 20;;;;;;Конус;B;Органза;Белый;280;;;240;400;;;;;;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/db22a0c7-290e-48af-8c81-352c8a29d4df/s/FR2290FL-01W_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c2e1c4c1-75c9-457b-a218-5886f826978f/s/FR2290FL-01W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/8f6be770-f915-4336-b919-425941824db3/s/FR2290FL-01W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/67b34fca-fad8-4e8b-b36c-3c1609fd3e3a/s/element_FR2290FL-01W.jpg;;;;;Напольный светильник (торшер);6,5;8
FR2307-PL-08-WG;true;Люстра Freya FR2307-PL-08-WG;Freya;FR2307-PL-08-WG;https://freya-light.com/i/FR2307-PL-08-WG;17990;RUB;001;true;true;;;4251110003757;;42/42/17;16;Freya;;Classic;Bianchi;1;Нет;Нет;Крюк;;Гостиная,Дача,Детская,Кабинет,Кафе, Ресторан,Магазин,Офис,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;780;;;907;637;;;;;;;Да;400;IP 20;Круглая;;;110;90;Конус;A;Органза;Белый;130;;;90;140;;;;;;;Нет;Нет;E14;8;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7fd4876c-2679-4e47-add1-e4947c93e650/s/FR2307-PL-08-WG_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/58ab3767-a2a6-462b-a592-55068eed7e44/s/FR2307-PL-08-WG_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/405d291c-d59b-4307-96e4-ad103d1cf409/s/element_FR2307-PL-08-WG_(3).jpg;http://mais-upload.s3.amazonaws.com/upload/media/a2128176-eb0c-4c11-8cc0-cb7c369cfb1b/s/FR2307-PL-08-WG_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/7be04da2-aa92-4a2b-8660-f424e8ceacab/s/element_FR2307-PL-08-WG.jpg;http://mais-upload.s3.amazonaws.com/upload/media/04b9ddc1-8f36-46dc-bb80-95d5a4c7856a/s/element_FR2307-PL-08-WG_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/762077e1-ab32-4d9d-b143-b63babc08630/s/FR2307-PL-08-WG_off_w.jpg;;Люстра;4,3;4,8
FR2307-PL-06-WG;true;Люстра Freya FR2307-PL-06-WG;Freya;FR2307-PL-06-WG;https://freya-light.com/i/FR2307-PL-06-WG;14990;RUB;001;true;true;;;4251110003740;;39/36/17;30;Freya;;Classic;Bianchi;1;Нет;Нет;Крюк;;Гостиная,Дача,Детская,Кабинет,Кафе, Ресторан,Магазин,Офис,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;640;;;906;636;;;;;;;Да;400;IP 20;Круглая;;;110;90;Конус;A;Органза;Белый;130;;;90;140;;;;;;;Нет;Нет;E14;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/4fd0160e-6f13-49a4-b23c-2bbbfb435757/s/FR2307-PL-06-WG_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/dd10ebc8-f848-47a4-aff5-c05f1f6f1bd1/s/element_FR2307-PL-06-WG_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/7553be06-187b-405f-aa80-0dbefaa0a345/s/element_FR2307-PL-06-WG.jpg;http://mais-upload.s3.amazonaws.com/upload/media/ad3db35a-1182-49d6-9924-f586bb8a06e3/s/FR2307-PL-06-WG_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/96166829-2fac-4e26-9244-6f10ce1de5cf/s/FR2307-PL-06-WG_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9ac32c88-d61c-4a67-879c-7927d9df0119/s/FR2307-PL-06-WG_on.jpg;;;Люстра;3,5;3,8
FR2307-WL-01-WG;true;Настенный светильник (бра) Freya FR2307-WL-01-WG;Freya;FR2307-WL-01-WG;https://freya-light.com/i/FR2307-WL-01-WG;3290;RUB;006;true;true;;;4251110003733;;27/18/15;13;Freya;;Classic;Bianchi;1;Нет;Нет;;;Гостиная,Дача,Детская,Кабинет,Кафе, Ресторан,Магазин,Офис,Прихожая,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;;290;140;270;270;;;;;;;;;IP 20;;;;;;Конус;A;Органза;Белый;130;;;90;140;;;;;;;Нет;Нет;E14;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/a0f2e27e-620d-4abd-aa8b-b0d55fe2ac82/s/FR2307-WL-01-WG_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/93a39698-2c33-4286-a06b-bc7e9a377aac/s/element_FR2307-WL-01-WG.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c265f8aa-213a-45f6-97df-72b97176d42b/s/FR2307-WL-01-WG_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d0b23e93-f265-4975-851a-bebacab992a8/s/element_FR2307-WL-01-WG_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/4b9b93e4-97ca-4f49-b2c8-0d85b6cb9ef8/s/FR2307-WL-01-WG_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3ff2054e-010e-4765-b1a1-04b48132468e/s/FR2307-WL-01-WG_on.jpg;;;Настенный светильник (бра);0,6;0,74
FR2005PL-08BZ;true;Люстра Freya FR2005PL-08BZ;Freya;FR2005PL-08BZ;https://freya-light.com/i/FR2005PL-08BZ;21990;RUB;001;true;true;;;4251110096858;;52/64/40;26;Freya;;Classic;Dalia;1;Нет;Нет;Крюк;TV&Media;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;810;;;970;770;;;;;;;Да;300;IP 20;Круглая;;;140;65;Конус;B;Текстиль на ПВХ;Бежевый;130;;;100;150;;;;;;;Нет;Нет;E14;8;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/02e0b58d-e82d-4bc1-a766-a43145ce9c80/s/FR2005PL-08BZ_on_w.jpg;;;;;;;;Люстра;4;5,02
FR2005PL-06BZ;true;Люстра Freya FR2005PL-06BZ;Freya;FR2005PL-06BZ;https://freya-light.com/i/FR2005PL-06BZ;15390;RUB;001;true;true;;;4251110098388;;25/33/50;35;Freya;;Classic;Dalia;1;Нет;Нет;Крюк;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;660;;;920;720;;;;;;;Да;300;IP 20;Круглая;;;110;65;Конус;B;Текстиль на ПВХ;Бежевый;130;;;100;150;;;;;;;Нет;Нет;E14;6;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/4a10b4f1-7039-440a-bc4f-8acb5dd20ed5/s/FR2005PL-06BZ_on_w_(1).jpg;;;;;;;;Люстра;3,42;3,65
FR2290PL-05W;true;Люстра Freya FR2290PL-05W;Freya;FR2290PL-05W;https://freya-light.com/i/FR2290PL-05W;11990;RUB;001;true;true;;;4251110069616;;37/29/18;18;Freya;;Classic;Sunrise;1;Нет;Нет;Крюк;;Банкетный зал,Гардеробная,Гостиная,Дача,Детская,Кафе, Ресторан,Спальня,Столовая/Кухня;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;570;;;850;550;;;;;;;Да;420;IP 20;Круглая;;;110;70;Конус;B;Органза;Белый;120;;;95;150;;;;;;;Нет;Нет;E14;5;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/f32b0041-6040-4634-a922-2544775d0b0d/s/FR2290PL-05W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bafb8a61-6da6-4400-8ad0-9ab7a3652c46/s/FR2290PL-05W_off.jpg;;;;;;;Люстра;3,06;4,22
